  NTPC Limited ,NTPC
Star Link Communication Pvt. Ltd.,star link communication pvt ltd
Star Union Dai-ichi Life Insurance,star union dai ichi life insurance co.ltd
state street syntel pvt.ltd,State Street Syntel
State street syntel services pvt.ltd.,state street syntel services
Stauff India Pvt. Ltd.,Stauff India
stayzilla.com,Stayzilla
S.T.COTTEX EXPORTS LTD.,s.t.cottex exports ltd
S-Team Software Solutions (India),s-team software solutions
steel authority of india [ sail ],SAIL Rourkela
Steelbird Hi-Tech India Ltd.,Steelbird Hi-Tech India Ltd
Steel Man & Co.,steelman
Steelman Telecom Pvt. Ltd.,steelman telecom pvt ltd
Steel Products Ltd.,steel products ltd
SteepLap Technologies Pvt. Ltd.,steeplap technologies pvt. ltd
S Tel Pvt.,s tel pvt ltd
Stellar Information Technology Pvt. Ltd.,stellar information technology pvt. ltd
StemCyte India,StemCyte
S & T Engineers (P)LTD,S and T engineers pvt ltd
S & T Engineers (P),S and T engineers pvt ltd
Steria India,Steria
Sterling Agro Industries Ltd.,sterling agro industries ltd
sterling and wilson pvt.ltd,Sterling & Wilson
Sterling Engineering Consultancy Services Pvt. Ltd.,sterling engineering consultancy services pvt. ltd
Sterling-Hoffman,Sterling Hoffman
S&T Interiors and Contracting,s & t interiors & contracting pvt ltd
sti sanoh india pvt ltd,STI Sanoh India Ltd.
St. Joseph's College (Australia),St. Joseph's College
St. Joseph's College (Bangalore),St. Joseph's College
st. Josephs college,St. Joseph's College
Stock Holding Corporation of india ltd,Stock Holding Corporation of India
Stone India Ltd.,Stone India
St. Peters School,St. Peter's School
STPL (CA),STPL
Strategi Automation Solutions Pvt. Ltd.,strategi automation solutions pvt ltd
Strategic Analysis India,Strategic Analysis
Strategic Resources (India),Strategic Resources
Strides Arcolab Limited,Strides Arcolab
strive info services,strive info services pvt ltd
Strive info services pvt ltd.,strive info services pvt ltd
Structural Solutions Pvt. Ltd.,Structural Solutions Pvt. Ltd
Student.com,Student
study circle publications,study circle publications pvt. ltd
Study Circle Publications Pvt. Ltd.,study circle publications pvt. ltd
Stumpp Schuele & Somappa Springs Pvt.,stumpp schuele & somappa springs pvt
STUP Consultants Pvt.,STUP Consultants Pvt
STUP Consultants P. Ltd.,STUP Consultants Pvt
St. Xavier's School,St Xaviers School
Subex Limited,Subex
subhash abhishek steels,subhash abhishek steels pvt. ltd
SUBHASH ABHISHEK STEELS PVT. LTD.,subhash abhishek steels pvt. ltd
subhash computers,subhash computers pvt ltd
Subhash Computers Pvt Ltd.,subhash computers pvt ltd
Subhasri Pigments Pvt. Ltd.,Subhasri Pigments
Success Mantra (India),Success Mantra
Sudhindra Jain and Co.,Sudhindra Jain & Co
Suditi Industries Ltd.,Suditi Industries Ltd
Sugal & Damani Utility Services Pvt. Ltd.,sugal & damani utility services pvt ltd
sugam technocrats,sugam technocrats pvt ltd
sugam technocrats pvt ltd.,sugam technocrats pvt ltd
Suhail Bahwan Group (Holding) LLC,Suhail Bahwan Group
Sujata Computers,sujata computer's  pvt.ltd
Sulekha.com New Media Pvt. Ltd.,Sulekha.com
Sulphur Mills Ltd.,Sulphur Mills Limited
Sulzer Pumps India Ltd.,sulzer pumps india ltd
Summits Hygronics Pvt. Ltd.,summits hygronics pvt. ltd
sun airvoice,sun air voice pvt ltd
SUN Air voice Pvt Ltd.,sun air voice pvt ltd
Sundaram Architects Pvt. Ltd.,sundaram architects pvt. ltd
Sundaram BNP Paribas Home Finance Ltd.,sundaram bnp paribas home finance limited
Sunflame Enterprises Pvt. Ltd.,sunflame enterprises pvt ltd.
sungro seeds pvt. ltd,Sungro Seeds Ltd.
Sunil Hitech Engineers Limited.,Sunil Hitech Engineers Limited
Sun KPO Inc,Sun KPO
Sun Pharmaceutical Industries ltd,Sun Pharmaceutical Industries
sun pharma laboratories,sun pharma laboratories ltd
Sun Pharma laboratories ltd.,sun pharma laboratories ltd
Sunrise Containers Ltd.,sunrise containers ltd
SUNRISE FOODS LTD.,sunrise foods ltd
Sunrise Hospital Kochi,Sunrise Hospital
Sunrise Packaging (IN),Sunrise Packaging
Sunshine Preparatory/High School,SUNSHINE PREPARATORY HIGH SCHOOL
Sunstar Precision Forge Ltd.,sunstar precision forge ltd
Sunstrike Telecom Pvt. Ltd.,Sunstrike Telecom Pvt. Ltd
sun technologies integrators pvt.ltd,Sun Technologies integrators
sun transmovers india,sun transmovers india pvt. ltd
Sun transmovers india pvt. Ltd.,sun transmovers india pvt. ltd
Super Auto India Ltd.,Super Auto India
SUPERFLO FILTERS PVT. LTD.,superflo filters pvt ltd
Super-Max,Supermax
Supermax Personal Care Pvt. Ltd.,supermax personal care pvt ltd
Superon Schweisstechnik India Ltd.,superon schweisstechnik india ltd
Super Pioneer Personnel Network Pvt. Ltd.,super pioneer personnel network pvt. ltd
Super Plastic Coats Pvt. Ltd.,super plastic coats
Super Scientific Works Pvt. Ltd.,super scientific works pvt ltd
Supertech Limited,Supertech
Suprajit Engineering Ltd.,Suprajit Engineering Ltd
Supreme and CO,Supreme
Supreme Infrastructure India ltd.,Supreme Infrastructure
Supriya Lifescience Ltd.,supriya lifescience
Surelia Wire-Cut,Surelia Wire Cut
SurePrep India Pvt. Ltd.,sureprep india pvt. ltd
Suretech Infrastructure Pvt. Ltd.,suretech infrastructure pvt ltd
SURIN AUTOMOTIVE PVT.LTD,Surin Automotive
Surjit Textile India,Surjit Textile
surya contractors,surya contractors pvt. ltd
Surya contractors Pvt. Ltd.,surya contractors pvt. ltd
Surya Global Steel Tubes Ltd.,surya global steel tubes ltd
Surya Herbal Ltd.,surya herbal ltd
Suryalakshmi Cotton Mills Ltd.,suryalakshmi cotton mills limited
Surya Processors Pvt. Ltd.,surya processors pvt. ltd
Suryavanshi Spinning Mills Ltd.,suryavanshi spinning mills ltd
Sutures India Pvt. Ltd.,Sutures India
Suvidhaa infoserve pvt ltd,Suvidhaa Infoserve Pvt
Suvidhaa Infoserve Pvt.,Suvidhaa Infoserve Pvt
SUVIDHA ENGINEERS INDIA PVT. LUCKNOW,suvidha engineers india pvt ltd ahmedabad
Suyog Group (India),Suyog Group
Suyog Telematics Pvt. Ltd.,suyog telematics ltd
Suzlon Structures Ltd.,Suzlon Structures Ltd
svam packaging industries pvt.ltd,Svam Packaging Industries
S V Creditline Pvt. Ltd.,sv creditline pvt. ltd
SVEC Constructions Ltd.,SVEC Constructions Ltd
Swam Pneumatics Pvt. Ltd.,Swam Pneumatics Pvt. Ltd
Swan Aluminiums Pvt. Ltd.,swan aluminiums pvt. ltd
Swan Environmental Pvt. Ltd.,swan environmental pvt ltd
Swan Solutions & Services Pvt. Ltd.,swan solutions & services pvt. ltd
Swastik Airconditioning Co.,Swastik Airconditioning
"swissotel,Kolkata",Swissotel Kolkata
Swostim IT Consulting Private Limited,Swostim IT Consulting
SYConE CPMC Pvt. Ltd.,SYConE CPMC Pvt. Ltd
Sydler Remedies Pvt. Ltd.,sydler remedies pvt. ltd
sydler remedies pvt.ltd,sydler remedies pvt. ltd
symbiotec pharmalab pvt. ltd,SYMBIOTEC Pharmalab
Symphony Limited,Symphony
Symplocos Solutions Ltd.,Symplocos Solutions
Symtrax Software Pvt. Ltd.,symtrax software
Synchronized Supply Systems Ltd.,Synchronized Supply System
Syncom Healthcare Ltd.,syncom healthcare ltd
syncron services india,syncron services india private limited
Syncron Services India Private Limited.,syncron services india private limited
syncroute infranet pvt.ltd,Syncroute Infranet
"SYNC Technologies, Inc.",SYNC Technologies
Synergy Business Solutions (India ) Pvt Ltd,Synergy Business Solutions
synergy telecommunications pvt.ltd,Synergy Telecommunications
syngenta ltd.goa,Syngenta
syngenta services,syngenta services pvt. ltd
Syngenta Services Pvt. Ltd.,syngenta services pvt. ltd
Synova (FL),Synova
Synowledge LLC,Synowledge
syntel(arvind telecom division),Syntel
syntel international,syntel international pvt ltd
Syntel international Pvt ltd.,syntel international pvt ltd
Syntel Sourcing Pvt. Ltd.,Syntel Sourcing Pvt. Ltd
SYSCOM (Maryland),SYSCOM
SysMind LLC,SysMind
Systemantics India,Systemantics
Systematic Communication Pvt. Ltd.,systematic communication pvt ltd
Systematix Shares & Stocks (I) Ltd.,Systematix Shares & Stocks
System Edge (usa),System Edge
Systems Plus (Maryland),Systems Plus
systra mva consulting pvt.ltd,Systra Consulting
TaeguTec India Pvt. Ltd.,taegutec india
Tafe Motors & Tractors Ltd.,Tafe Motors & Tractors Ltd
Tagros Chemicals India Ltd.,Tagros Chemicals India Ltd
taikisha engineering india pvt ltd,Taikisha Engineering India Ltd.
Taiyo Lucid Pvt. Ltd.,taiyo lucid pvt. ltd
"taj exotica,goa",Taj Exotica Goa
Taj Forging Pvt. Ltd.,taj forging pvt ltd
Takata India Pvt. Ltd.,takata india pvt ltd
Talbros Engineering Ltd.,talbros engineering
Talent Logic (Singapore),Talent Logic
Talentpro India HR Pvt. Ltd.,Talentpro
talentpro india hr pvt.ltd,Talentpro
tal manufacturing solutions (a tata enterprises ),TAL Manufacturing Solutions
TAL Manufacturing Solutions Limited,TAL Manufacturing Solutions
Tamilnadu Cooperative Milk Producers Federation,Tamilnadu Co-operative Milk Producers' Federation
Tamil Nadu Health Systems Project (TNHSP),Tamil Nadu Health Systems Project
Tamilnadu Petroproducts Ltd.,tamilnadu petroproducts ltd
Taparia Tools Ltd.,Taparia Tools Ltd
Tarak Chemicals Ltd.,tarak chemicals ltd
Taraspan Solutions Pvt. Ltd.,taraspan solutions pvt. ltd
Tarz Distribution India Pvt. Ltd.,tarz distribution india pvt. ltd
Tata AIA Life Insurance Co. Ltd.,Tata AIG Life Insurance
tata capital housing finance,Tata capital housing finance ltd
Tata capital housing finance ltd.,Tata capital housing finance ltd
tata communications transformation services ltd. pune,Tata Communications Transformation Services
Tata consulting engineers ltd,Tata Consulting Engineers
Tata Ficosa Automotive Systems Ltd.,tata ficosa automotive systems ltd
Tata Housing Development Co. Ltd.,tata housing development co ltd
"tata medical center,kolkata",TATA MEDICAL CENTER
tata project limited,Tata Projects Limited
tatasky,Tata Sky
Tatsuno India Pvt. Ltd.,Tatsuno India
Taurian Engineering Pvt. Ltd.,taurian engineering pvt. ltd
TaxiForSure.com,TaxiForSure
Taxsoft Marketing Pvt. Ltd.,taxsoft marketing pvt ltd
TBEA Energy India Pvt. Ltd.,tbea energy india pvt. ltd
TCNS Clothing Co. Pvt. Ltd.,TCNS Clothing Co. Pvt. Ltd
T.C.TERRYTEX LTD.,tc terrytex ltd
TechAhead Software Pvt. Ltd.,techahead software pvt. ltd
TechDemocracy LLC,TechDemocracy
Techflow(India),TechFlow
Techflow Engineers India Pvt. Ltd.,techflow engineers india pvt. ltd
TECHINT INDIA PVT.,TECHINT INDIA PVT
Techlink Systems Llc,TechLink Systems
tech mahindra bpo,Tech Mahindra
Tech Mahindra (BPO),Tech Mahindra
TECH MAHINDRA LIMITED,Tech Mahindra
tech mahindra.ltd,Tech Mahindra
tech man buildwell pvt ltd,Techman Buildwell Pvt. Ltd.
Technip India,Technip
Techno Electric & Engineering Co. Ltd.,Techno Electric & Engineering Company
Techno Soft,Technosoft
Technosoft Engineering Projects Ltd.,technosoft engineering projects ltd
technoton sensor pvt.ltd,Technoton Sensor
technovision india,technovision india pvt ltd
Technovision india pvt ltd.,technovision india pvt ltd
techpex india,techpex india pvt ltd
Techpex India Pvt Ltd.,techpex india pvt ltd
Tech-Sharp Engineers,TECH SHARP ENGINEERS
TechTrek India,Tech Trek
Tecumseh Products India,Tecumseh Products
Tecumseh Products India Pvt. Ltd.,tecumseh products india pvt. ltd
tec zone retail,tec zone retail pvt. ltd
Tec Zone Retail Pvt. Ltd.,tec zone retail pvt. ltd
Tekcare India Pvt. Ltd.,tekcare india pvt ltd
teknikforce india,teknikforce india pvt
Teknikforce india pvt.,teknikforce india pvt
Teknovance Solutions Pvt. Ltd.,teknovance solutions
Tele Access e-Services Pvt. Ltd.,tele access e-services pvt. ltd
Telecommunications Consultants India Ltd.,Telecommunications Consultants India
telegence powercomm pvt.ltd,Telegence Powercomm
Telemart Shopping Network Pvt. Ltd.,telemart shopping network pvt ltd
Telenor Noida,Telenor
TELiBrahma Convergent Communications Pvt. Ltd.,telibrahma convergent communications pvt. ltd
"Telnet (Rockville, MD)",Telnet
tenneco automotive india,tenneco automotive
Tenneco Automotive India Pvt Ltd.,tenneco automotive
Teracom (India),Teracom
Terex India,Terex
Terminal Technologies (I) Pvt. Ltd.,terminal technologies (i) pvt. ltd
tesa Tapes India Pvt. Ltd.,tesa tapes india pvt. ltd
Tetra Pak Ltd.,Tetra Pak
teva pharm india pvt ltd,Tevapharm India Pvt. Ltd.
Texperts India Pvt. Ltd.,texperts india pvt. ltd
Texport Industries Pvt.,Texport Industries Pvt
Text 100,Text100
teyma india,teyma india pvt. ltd
Teyma India Pvt. Ltd.,teyma india pvt. ltd
TGE Pvt. Ltd.,tge pvt. ltd
TGI Friday's,T.G.I. Friday's
Thai Summit Neel Auto Pvt. Ltd.,thai summit neel auto pvt. ltd
Thakral Services India Ltd.,Thakral Services India
The Anup Engineering Ltd.,the anup engineering ltd
The Bombay Burmah Trading Corporation Ltd.,the bombay burmah trading corporation limited
The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter Day Saints
The East India Natural Goods Co.,the east india natural goods co
the india thermit co.ltd,The India Thermit
"the leela palace,bangalore",The Leela Palace
"The Leela Palaces, Hotels and Resorts",THE LEELA PALACES HOTELS & RESORTS
The Malt Company (I) Pvt. Ltd.,the malt company (i) pvt. ltd
Theme Engineering Services Pvt. Ltd.,theme engineering services pvt. ltd
Theme Realty Services Pvt. Ltd.,Theme Realty Services Pvt. Ltd
The Motwane Manufacturing Company Pvt. Ltd.,the motwane manufacturing company
The Oriental Insurance Co. Ltd.,the oriental insurance co. ltd
The Park Hyderabad,The Park
The Peerless General Finance & Investment Co. Ltd.,the peerless general finance & investment co. ltd
The PRactice India,The Practice
The Ravalgaon Sugar Farm Ltd.,The Ravalgaon Sugar Farm Ltd
The Rising Sun Inc,The Rising Sun
Thermal Systems (Hyderabad),THERMAL SYSTEMS
Thermo Cables Ltd.,thermo cables ltd
thestatesman.com,The Statesman
The Supreme Ind. Ltd.,the supreme ind ltd jalgaon
The Tinplate Company of India Ltd.,the tinplate company of india limited
The Ugar Sugar Works Ltd.,the ugar sugar works ltd
The Waxpol Industries Ltd.,the waxpol industries ltd
thinksol software pvt.ltd,Thinksol Software
third i technosoft,third-i technosoft pvt. ltd
Third-I technosoft pvt. ltd.,third-i technosoft pvt. ltd
third wave homeland security pvt.ltd,Third Wave Homeland Security
Thomas Cook (India),Thomas Cook
Thomson Reuters (Tax & Accounting),Thomson Reuters
ThoughtFocus Tech.,ThoughtFocus Tech
Three D Integrated Solution Ltd.,Three D Integrated Solutions Ltd 
Thriarr Polymers Pvt. Ltd.,thriarr polymers pvt. ltd
ThyssenKrupp Elevator (India) Pvt. Ltd.,ThyssenKrupp Elevator
Thyssenkrupp Elevator India,ThyssenKrupp Elevator
Tide Water Oil (India),tide water oil
Tide Water Oil Co. (I) Ltd.,tide water oil
Tier5 Technology Solutions Pvt. Ltd.,tier5 technology solutions pvt. ltd
Tiger Logistics India Pvt. Ltd.,tiger logistics india ltd
Tiger Steel Engineering LLC,Tiger Steel Engineering
tiger steel engineering india,tiger steel engineering india pvt. ltd
Tiger Steel Engineering India Pvt. Ltd.,tiger steel engineering india pvt. ltd
tiki tar industries baroda,tiki tar industries baroda ltd
TIKI TAR INDUSTRIES BARODA LTD.,tiki tar industries baroda ltd
tikona digital network pvt.ltd,Tikona Digital Networks
tikona digital networks pvt.ltd,Tikona Digital Networks
Time Inc.,Triumphant Institute of Management Education
Time Inc. India,Triumphant Institute of Management Education
timexbond industries,timexbond industries pvt. ltd
Timexbond industries pvt. Ltd.,timexbond industries pvt. ltd
TIMKEN INDIA MANUFACTURING PVT. LTD.,timken india manufacturing pvt. ltd
tirth agro technology pvt ltd,Tirth Agro Technology (Shaktiman Agro)
Tirth Agro Technology Pvt. Ltd.,Tirth Agro Technology (Shaktiman Agro)
tirupati medicare,tirupati medicare ltd
Tirupati Medicare Ltd.,tirupati medicare ltd
Tirupati Structurals Ltd.,tirupati structurals ltd
titus and co. new delhi,Titus & Co.
Tjs Engineering College,T.J.S. Engineering college
TLT Engineering India Pvt. Ltd.,TLT Engineering India
tmb shipping,tmb shipping pvt ltd
TMB SHIPPING PVT LTD.,tmb shipping pvt ltd
TMF Services India Pvt. Ltd.,tmf services india pvt. ltd
Today Homes & Infrastructure Pvt. Ltd.,Today Homes & Infrastructure
Tokheim India Pvt. Ltd.,tokheim india pvt ltd
toogit solutions,toogit solutions pvt. ltd
Toogit Solutions Pvt. Ltd.,toogit solutions pvt. ltd
tools marcom,tools marcom pvt. ltd
Tools Marcom Pvt. Ltd.,tools marcom pvt. ltd
Toppr.com,Toppr
Tops Security Ltd.,tops security ltd
Total Logistics India Pvt. Ltd.,Total Logistics India Pvt. Ltd
TOTO India Industries Pvt. Ltd.,toto india industries pvt. ltd
Touchstone Tie-up Pvt. Ltd.,Touchstone Tie-Up Pvt Ltd
Towell infrastructure projects co. LLC,Towell infrastructure projects.co.llc
Toyoda Gosei Minda India Pvt. Ltd.,toyoda gosei minda india pvt. ltd
TOYO INK INDIA PVT. LTD.,toyo ink india pvt ltd
Toyota Lakozy Auto Pvt. Ltd.,Toyota Lakozy Auto Pvt. Ltd
Toyota Material Handling India Pvt. Ltd.,toyota material handling india pvt ltd
Toyota Tsusho India Pvt. Ltd.,toyota tsusho india pvt. ltd
TPL PLASTECH LTD.,tpl plastech ltd
TPS Infrastructure Ltd.,tps infrastructure ltd
Trac Fujico Air Systems Ltd.,Trac Fujico Air Systems Ltd
Tracxn!,Tracxn
tradebulls securities pvt.ltd,Tradebulls Securities
Tradepaq Trm Llc,TRADEPAQ TRM
Transafe Services Ltd.,TRANSAFE SERVICES LIMITED
Transasia Biomedicals,Transasia Bio-Medicals Ltd.(Erba Mannheim)
Transline Technologies Pvt. Ltd.,Transline Technologies Pvt. Ltd
TransMarket Group LLC,TransMarket Group
Transpek-Silox Industry Ltd.,transpek-silox industry
Transport Corporation Of India Limited(TCI),Transport Corporation Of India Limited
Transstroy India Ltd.,Transstroy India
Tranter India Pvt. Ltd.,tranter india private limited
travelex india,Travelex
Travelex India Pvt. Ltd.,Travelex
TravelTriangle,travel triangle.com
T. R. CHADHA & CO.,T R Chadha
Trelleborg Marine Systems India Pvt. Ltd.,Trelleborg Marine Systems India Pvt. Ltd
Triad Software Pvt.,Triad Software
Trident Automobiles Pvt. Ltd.,trident automobiles pvt ltd
trigo quality production services pvt.ltd,Trigo Quality Production Services
Trinity Engineers Pvt. Ltd.,trinity engineers pvt. ltd
Trinity Globaltech,Trinity Global Tech
Trinity Touch Pvt. Ltd.,trinity touch pvt ltd
trios technologies,trios technologies pvt. ltd
TRIOS TECHNOLOGIES PVT. LTD.,trios technologies pvt. ltd
Tripura State Electricity Corporation Ltd.,tripura state electricity corporation ltd
triumphant institute of management education private limited(time),Triumphant Institute of Management Education
Triune Energy Services Pvt. Ltd.,triune energy services
